Date,Pool,Action,Token A Symbol,Token A Amount,Token A Price (USD),Token B Symbol,Token B Amount,Token B Price (USD),Total USD Value,Fees Collected (USD),Fees Collected (Token A),Fees Collected (Token B),Auto-Compound Harvested (Token A),Auto-Compound Harvested (Token B),Auto-Compound Redeposited (Token A),Auto-Compound Redeposited (Token B),Auto-Compound Leftover (Token A),Auto-Compound Leftover (Token B),Realized PnL (USD),Cost Basis (USD),Position Address,Pool Address,Transaction
2026-07-20T04:07:36.000Z,SOL/USDC,Collect Fees,SOL,0.000465623,76.459142,USDC,0.037676,0.999780,0.07,0.07,0.000465623,0.037676,,,,,,,0.07,19.11,8q51HQrsPN5xEMYSqC5KswLK1WwMoqrHnAsHxxrQ4Hkf,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,5kapC12DbnJ3nPooeDTT39sLvK6nZmLhC9EGrUXHLTnGhGNHHrtRP4nRfvY4MCEm6Uw2LovoeRotnXPn9U7oCB3G
2026-07-19T18:43:49.000Z,SOL/USDC,Open Position,SOL,0.145724734,75.672745,USDC,8.087694,0.999840,19.11,0.00,0,0,,,,,,,0.00,19.11,8q51HQrsPN5xEMYSqC5KswLK1WwMoqrHnAsHxxrQ4Hkf,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,5FsJGdy3PZxRUMe84SQ4XSz5obEQB5EjgVUu6KkD8jApJqBM7rXMtVcaSjwVaHzB8C8gBacvHTFJDtF1Fe3yzB49
2026-07-19T17:47:40.000Z,SOL/USDC,Close Position,SOL,0.393374578,75.972683,USDC,19.214426,0.999860,49.10,0.07,0.000470531,0.033994,,,,,,,-0.04,0.00,7QdXyaCwZCu2KxY7sv4juuKNSMEphhQAFrj5R4UfKGGe,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,3H3mVxSmxFrAtRcm7SqeZbQx1XF3nTDZHrHqx5pthK32rUPPyw8XzmNYMQGrEV5igZP292THiS4foEsKUp97E9B4
2026-07-19T07:52:59.000Z,cbBTC/USDC,Close Position,cbBTC,0.0000524,64666.361201,USDC,3.814583,0.999870,7.20,0.00,0.00000002,0.002092,,,,,,,0.02,0.00,HHHpmVdws5U6rAntXtVBJJx4uvth8EM6c7PZBdzri1yJ,HxA6SKW5qA4o12fjVgTpXdq2YnZ5Zv1s7SB4FFomsyLM,cTs7FgSn7qBfyBTxhViNgp2rhULYbYSkcocJg66Z1GkNF9Lu8JWU4mASJRSADbQ2Kb6fiHUUtL9zjcnSvrzvR7S
2026-07-19T07:41:36.000Z,SOL/USDC,Open Position,SOL,0.324434255,76.280492,USDC,24.391582,0.999870,49.14,0.00,0,0,,,,,,,0.00,49.14,7QdXyaCwZCu2KxY7sv4juuKNSMEphhQAFrj5R4UfKGGe,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,5phg1cdoSceJDqCoJcxCu1T7vfmwuLtJ1XeYF5KQnYVeF3RmPwvnR1jqosaUdjdmaUaE1JtBbWVJLs6uqZ5cKW2z
2026-07-19T07:35:44.000Z,SOL/USDC,Close Position,SOL,0.000397062,76.168428,USDC,51.240188,0.999881,51.26,0.09,0.000559202,0.047196,,,,,,,0.18,0.00,99CGZ9DBvFWHTYXbwdq544HcVHijd9WCiXErZJLYDZ4U,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,3edjRa5yLXkxRh4UUV2bZc3aZtwyL3pJ5kj8FLHt7nAaVrBnBBf6B3BvJJgfRfjEuxLoJhkigH1d14ggC2tAXJWr
2026-07-18T18:41:54.000Z,cbBTC/USDC,Open Position,cbBTC,0.00006389,64441.792307,USDC,3.069365,1.000000,7.19,0.00,0,0,,,,,,,0.00,7.19,HHHpmVdws5U6rAntXtVBJJx4uvth8EM6c7PZBdzri1yJ,HxA6SKW5qA4o12fjVgTpXdq2YnZ5Zv1s7SB4FFomsyLM,5ufvYCcJH2YfAiFf25ppE77AyBa5aRKFWubLpxporYkiT3QvYxwbwnU9TTsgyDGi7qVc6wv3weWqMwV6dLq37cFc
2026-07-18T17:13:37.000Z,SOL/USDC,Increase Liquidity,SOL,0.052846055,75.029127,USDC,10.5878,0.999867,14.55,0.02,0.00016214,0.01255,,,,,,,0.02,51.11,99CGZ9DBvFWHTYXbwdq544HcVHijd9WCiXErZJLYDZ4U,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,3KFzisf5Mu7227feKWwxx5RKoRBdXKoCUfst67peistqujjVvdftnCiVHHyxva9mFpbP7huWwBdqyB4dkTTfetwr
2026-07-18T17:05:16.000Z,SOL/USDC,Increase Liquidity,SOL,0.099985757,75.090742,USDC,21.428581,0.999850,28.93,0.02,0.00016214,0.01255,,,,,,,0.02,36.56,99CGZ9DBvFWHTYXbwdq544HcVHijd9WCiXErZJLYDZ4U,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,5BBRAwkr86F8MgvvKcHtuS16dwcKHy1fLL6T113fXi3gkUFo6TgTSroQ5bVU2XqVZUakuNVNYn4sRerwVyqcZcgP
2026-07-17T21:15:53.000Z,SOL/USDC,Increase Liquidity,SOL,0.007153221,75.099739,USDC,1.624896,0.999811,2.16,0.02,0.00016214,0.01255,,,,,,,0.02,7.63,99CGZ9DBvFWHTYXbwdq544HcVHijd9WCiXErZJLYDZ4U,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,xAr74aYzvKbxvi65fiKGkEePFW89NF4wxy6CPaV6XmicVvwhLHiuFtGmk2bYWx2jR5rqYSWCnAN9Rc2dAxurxtr
2026-07-17T20:29:10.000Z,SOL/USDC,Collect Fees,SOL,0.00016214,75.035284,USDC,0.01255,0.999867,0.02,0.02,0.00016214,0.01255,,,,,,,0.02,5.46,99CGZ9DBvFWHTYXbwdq544HcVHijd9WCiXErZJLYDZ4U,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,3Ydu3446CidFHX8cbtk7axybACh4NLV8U8HYfCFcdGW88x32HeD1x1YqHMuaE8U7VruvvbxR6LUFkztG8QC7AGY
2026-07-17T05:59:50.000Z,SOL/USDC,Open Position,SOL,0.039365932,74.317611,USDC,2.539287,0.999835,5.46,0.00,0,0,,,,,,,0.00,5.46,99CGZ9DBvFWHTYXbwdq544HcVHijd9WCiXErZJLYDZ4U,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,5mSqFt9UBiiJ84HEWQv59eaMpotUi4U47xdwD52f3inMBKASykJYdEJWREbcxLSYJVYvT3XpF8uK3Fgpy9v8TBNz
2026-07-17T05:47:13.000Z,SOL/USDC,Close Position,SOL,0.057983874,74.590000,USDC,0.007121,0.999846,4.33,0.01,0.000104254,0.007121,,,,,,,-0.04,0.00,6fvAKe8sBMWEVB1KM22meY5n8oJAgazXAA2FSDbf3HzN,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,TRGwtbyz7VqRtcxLAXmLpsqEu7uY9TxXHisoxEXSKeTHycwb6RtDzKzane1ZMBNFmLLFsTLK9nwPA72pE7h1nHJ
2026-07-16T17:29:37.000Z,SOL/USDC,Increase Liquidity,SOL,0.005879818,75.830549,USDC,0.380815,0.999817,0.83,0.00,0,0,,,,,,,0.00,4.38,6fvAKe8sBMWEVB1KM22meY5n8oJAgazXAA2FSDbf3HzN,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,3axwb8eFtRaruShMcCpZByNB7xZuyRco5VBwKBDHeDe2N7iYbiCNhWptxtECVM3DEfpSHpU5ZXzp3VfNn6jEyZc4
2026-07-16T17:21:51.000Z,SOL/USDC,Open Position,SOL,0.02401772,75.919210,USDC,1.725593,0.999800,3.55,0.00,0,0,,,,,,,0.00,3.55,6fvAKe8sBMWEVB1KM22meY5n8oJAgazXAA2FSDbf3HzN,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,De3eCpkAqaP14ox4aF633nZAk3SzuEu6r5uQ4i5i2NLiDXagtekAuWHbPKN3x8aRryGKMpR14KSwA3DvAdbm7Nn
2026-03-31T22:18:14.000Z,SOL/cbBTC,Close Position,SOL,0.08085972,82.729751,cbBTC,0.00003241,68130.726123,8.90,0.02,0.000150419,0.00000012,,,,,,,0.08,0.00,62NetxTPBhBKHJqZZH5W9F6oVYcE2SFY2WcLNu4Pkyvc,CeaZcxBNLpJWtxzt58qQmfMBtJY8pQLvursXTJYGQpbN,2McjRWc8TphgPiC9t6NLfGpJ7UMAzfSU9chMRtX1WZ6scGty89sp6uBfqeLxR4rUPFKuxLHpyt6Mwa9cWTgGPWhd
2026-03-31T19:33:09.000Z,SOL/cbBTC,Collect Fees,SOL,0.000133009,82.536321,cbBTC,0.00000012,67814.951279,0.02,0.02,0.000133009,0.00000012,,,,,,,0.02,8.84,62NetxTPBhBKHJqZZH5W9F6oVYcE2SFY2WcLNu4Pkyvc,CeaZcxBNLpJWtxzt58qQmfMBtJY8pQLvursXTJYGQpbN,5wThm8D2tRTL7GRP2crJKDR6KnNp4sAe7XFEAjyV99rAKSTiALjWvGcfv4XZWmSsiunrbDU6K6KpAM7GWjffYZVu
2026-03-31T00:50:50.000Z,SOL/cbBTC,Open Position,SOL,0.051204823,82.658302,cbBTC,0.00006867,67090.940127,8.84,0.00,0,0,,,,,,,0.00,8.84,62NetxTPBhBKHJqZZH5W9F6oVYcE2SFY2WcLNu4Pkyvc,CeaZcxBNLpJWtxzt58qQmfMBtJY8pQLvursXTJYGQpbN,4kBeFN7vUS5VVzTdo47cNtsUuYZ5aWR5aEv85KJj4BQLBPCWc5LHcQzNGazvjRBd7S2DWzdR6QWDCNwsfFiwffwB
